United Kingdom, Exposure to risk (period 1x1), 	Last modified: 28 May 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1982           6            324240.62       342365.03       666605.65
  1982           7            337959.43       356374.16       694333.59
  1982           8            351907.42       371534.16       723441.58
  1982           9            374818.55       396187.49       771006.05
  1982          10            397847.22       419969.48       817816.70
  1982          11            421657.62       443977.61       865635.23
  1982          12            420588.33       442482.47       863070.80
  1982          13            435200.69       457491.78       892692.47
  1982          14            440104.09       463155.70       903259.79
  1982          15            451966.62       476716.92       928683.54
  1982          16            458726.91       484671.26       943398.17
  1982          17            468766.26       496061.25       964827.51
  1982          18            467340.79       490741.76       958082.55
  1982          19            465910.31       482862.52       948772.83
  1982          20            459481.28       471343.19       930824.47
  1982          21            447229.81       457985.26       905215.07
  1982          22            428698.49       438859.08       867557.57
  1982          23            421673.63       430100.61       851774.24
  1982          24            408454.70       414832.10       823286.79
  1982          25            395982.99       400920.72       796903.71
  1982          26            385665.26       391225.11       776890.38
  1982          27            375014.26       381468.23       756482.49
  1982          28            377127.94       383581.59       760709.53
  1982          29            375343.71       381502.58       756846.29
  1982          30            371430.12       376803.64       748233.76
  1982          31            378993.03       383929.02       762922.06
  1982          32            389899.90       394094.05       783993.95
  1982          33            406136.07       409496.44       815632.51
  1982          34            428985.80       431609.11       860594.91
  1982          35            456681.40       459660.96       916342.36
  1982          36            382710.76       386362.95       769073.71
  1982          37            368251.85       372194.85       740446.70
  1982          38            360958.22       365578.48       726536.70
  1982          39            351768.01       355923.56       707691.57
  1982          40            324646.97       328667.51       653314.47
  1982          41            306349.87       310056.74       616406.62
  1982          42            316398.28       319961.98       636360.26
  1982          43            321218.19       324664.30       645882.49
  1982          44            322146.42       325855.08       648001.51
  1982          45            316242.33       319562.44       635804.76
  1982          46            312226.57       314838.52       627065.08
  1982          47            306897.67       309076.97       615974.64
  1982          48            302431.49       303617.37       606048.87
  1982          49            304544.92       304467.51       609012.43
  1982          50            312032.43       310816.89       622849.32
  1982          51            319007.38       314686.61       633693.99
  1982          52            321430.31       313658.92       635089.23
  1982          53            319381.81       310249.52       629631.33
  1982          54            318025.16       309021.32       627046.49
  1982          55            321213.41       311335.83       632549.24
  1982          56            324936.49       313176.38       638112.87
  1982          57            327177.35       311978.62       639155.97
  1982          58            329975.95       310261.59       640237.54
  1982          59            337281.45       312642.45       649923.89
  1982          60            350958.13       320935.88       671894.00
  1982          61            367466.18       330945.81       698411.99
  1982          62            348887.97       309207.51       658095.48
  1982          63            289191.43       251499.56       540690.99
  1982          64            259805.93       222319.86       482125.79
  1982          65            273636.14       232106.92       505743.07
  1982          66            293396.43       245488.50       538884.93
  1982          67            306962.57       251302.37       558264.94
  1982          68            309221.11       247921.24       557142.35
  1982          69            301859.35       237948.00       539807.35
  1982          70            292363.84       225327.91       517691.75
  1982          71            285198.56       213644.33       498842.89
  1982          72            279544.70       202932.30       482477.00
  1982          73            271983.31       190484.61       462467.92
  1982          74            260319.32       175736.78       436056.10
  1982          75            246179.91       159209.16       405389.07
  1982          76            233302.39       143453.00       376755.39
  1982          77            220171.45       128895.14       349066.59
  1982          78            204733.93       114308.36       319042.29
  1982          79            188315.27       100060.15       288375.42
  1982          80            171639.58        85019.10       256658.68
  1982          81            156094.70        72099.67       228194.37
  1982          82            139648.72        59522.55       199171.27
  1982          83            121737.94        47688.06       169426.00
  1982          84            106121.27        38604.52       144725.80
  1982          85             92311.08        31658.21       123969.28
  1982          86             79211.57        25766.56       104978.13
  1982          87             66278.99        20528.98        86807.96
  1982          88             55024.38        16279.92        71304.29
  1982          89             45181.30        12780.39        57961.69
  1982          90             35939.11         9692.50        45631.61
  1982          91             27868.61         7160.35        35028.96
  1982          92             21330.13         5229.05        26559.18
  1982          93             16242.56         3773.17        20015.73
  1982          94             11811.49         2570.49        14381.99
  1982          95              8345.89         1685.36        10031.26
  1982          96              5828.04         1103.06         6931.11
  1982          97              3946.16          717.57         4663.73
  1982          98              2614.97          455.77         3070.74
  1982          99              1714.48          276.86         1991.34
  1982         100              1057.26          153.23         1210.49
  1982         101               607.60           78.05          685.65
  1982         102               334.72           39.21          373.93
  1982         103               170.50           20.07          190.57
  1982         104                92.14           10.07          102.21
  1982         105                49.26            5.45           54.70
  1982         106                23.23            3.20           26.43
  1982         107                11.99            1.40           13.39
  1982         108                 5.56            0.23            5.78
  1982         109                 1.17            0.00            1.17
  1982         110+                1.03            0.00            1.03
  1983           0            348697.58       366474.51       715172.09
  1983           1            347931.52       365344.71       713276.23
  1983           2            351992.93       369484.15       721477.07
  1983           3            351699.73       369711.37       721411.11
  1983           4            341441.46       359750.39       701191.84
  1983           5            318392.04       335963.81       654355.85
  1983           6            312193.90       329760.68       641954.58
  1983           7            324126.64       342063.05       666189.69
  1983           8            337847.30       356082.58       693929.88
  1983           9            351772.84       371214.19       722987.03
  1983          10            374500.91       395775.05       770275.96
  1983          11            397473.48       419139.15       816612.63
  1983          12            421015.34       442615.14       863630.49
  1983          13            420087.67       441032.16       861119.83
  1983          14            434993.98       456208.12       891202.09
  1983          15            440313.05       462552.32       902865.37
  1983          16            452570.20       477665.22       930235.43
  1983          17            461541.02       486739.43       948280.45
  1983          18            470283.69       492518.86       962802.55
  1983          19            471524.79       490008.91       961533.70
  1983          20            468265.17       480739.13       949004.30
  1983          21            460076.17       469494.00       929570.17
  1983          22            446641.29       455262.81       901904.10
  1983          23            427260.02       435712.12       862972.14
  1983          24            420066.46       426648.13       846714.59
  1983          25            406972.97       411116.18       818089.16
  1983          26            394436.11       398371.99       792808.10
  1983          27            383855.20       389993.75       773848.94
  1983          28            373057.50       380317.47       753374.97
  1983          29            375089.16       382241.40       757330.55
  1983          30            373884.27       380064.61       753948.88
  1983          31            370421.28       375376.04       745797.32
  1983          32            378281.13       382543.36       760824.49
  1983          33            389478.88       393106.09       782584.98
  1983          34            406195.63       407896.65       814092.28
  1983          35            429351.99       430273.56       859625.54
  1983          36            456593.33       458746.26       915339.59
  1983          37            382302.50       384846.33       767148.83
  1983          38            367415.32       370854.92       738270.25
  1983          39            360208.63       364372.39       724581.02
  1983          40            350906.31       355921.34       706827.64
  1983          41            323738.78       327966.62       651705.40
  1983          42            305467.34       308953.13       614420.47
  1983          43            315498.98       318722.82       634221.80
  1983          44            320401.05       323361.36       643762.41
  1983          45            321335.46       324427.03       645762.49
  1983          46            315368.91       318052.30       633421.21
  1983          47            311394.31       313274.70       624669.01
  1983          48            305934.29       307419.18       613353.46
  1983          49            301442.23       302163.49       603605.71
  1983          50            303360.04       302914.73       606274.77
  1983          51            310727.08       308906.70       619633.78
  1983          52            317607.87       312636.86       630244.73
  1983          53            319945.09       310962.17       630907.26
  1983          54            317580.54       307438.84       625019.39
  1983          55            316195.77       305972.23       622167.99
  1983          56            319076.81       307864.18       626941.00
  1983          57            322706.99       309298.21       632005.20
  1983          58            324710.27       307623.38       632333.65
  1983          59            327383.12       305465.56       632848.68
  1983          60            334190.81       307316.97       641507.78
  1983          61            347371.77       315117.96       662489.73
  1983          62            363142.20       324099.76       687241.96
  1983          63            344405.55       302028.32       646433.87
  1983          64            285117.77       245227.28       530345.05
  1983          65            255845.68       216196.22       472041.90
  1983          66            269352.56       225227.98       494580.54
  1983          67            288149.70       237420.71       525570.42
  1983          68            300959.54       241996.84       542956.38
  1983          69            302499.91       237872.41       540372.32
  1983          70            294607.96       227361.05       521969.01
  1983          71            284758.14       214406.95       499165.09
  1983          72            276848.44       202158.25       479006.69
  1983          73            270462.48       190693.45       461155.92
  1983          74            262321.68       178044.70       440366.38
  1983          75            250081.68       163169.28       413250.97
  1983          76            235539.22       146908.16       382447.38
  1983          77            222134.65       131393.68       353528.33
  1983          78            208438.41       116933.09       325371.50
  1983          79            192711.34       102950.20       295661.55
  1983          80            175961.79        88429.78       264391.57
  1983          81            159013.83        74980.94       233994.77
  1983          82            143308.42        62843.92       206152.34
  1983          83            126968.83        51248.73       178217.57
  1983          84            109607.89        40554.68       150162.56
  1983          85             94395.25        32396.92       126792.17
  1983          86             81041.03        26203.70       107244.73
  1983          87             68623.85        20992.29        89616.14
  1983          88             56606.95        16462.76        73069.71
  1983          89             46196.81        12847.07        59043.87
  1983          90             37211.42         9936.68        47148.10
  1983          91             29122.73         7402.02        36524.75
  1983          92             22178.49         5336.52        27515.01
  1983          93             16593.76         3802.39        20396.14
  1983          94             12327.50         2661.81        14989.31
  1983          95              8756.77         1751.29        10508.06
  1983          96              6069.25         1126.32         7195.57
  1983          97              4110.63          722.90         4833.53
  1983          98              2715.59          466.48         3182.07
  1983          99              1788.19          295.59         2083.77
  1983         100              1137.75          174.05         1311.79
  1983         101               669.63           90.34          759.97
  1983         102               376.22           44.19          420.40
  1983         103               202.68           19.96          222.64
  1983         104               100.63            9.33          109.96
  1983         105                53.56            4.55           58.11
  1983         106                26.58            2.31           28.89
  1983         107                11.51            1.96           13.47
  1983         108                 5.12            0.68            5.81
  1983         109                 1.67            0.00            1.67
  1983         110+                0.23            0.00            0.23
  1984           0            349910.46       367350.26       717260.72
  1984           1            347850.43       365216.53       713066.96
  1984           2            347803.67       365169.64       712973.30
  1984           3            352273.69       369601.84       721875.52
  1984           4            351993.23       369883.17       721876.40
  1984           5            341762.82       360006.84       701769.65
  1984           6            318637.95       336170.21       654808.16
  1984           7            312552.48       329974.60       642527.08
  1984           8            324517.41       342302.71       666820.12
  1984           9            338197.62       356343.11       694540.73
  1984          10            352012.10       371332.85       723344.95
  1984          11            374821.78       395811.18       770632.96
  1984          12            397385.27       418680.86       816066.13
  1984          13            420884.91       441671.71       862556.62
  1984          14            419941.12       440000.17       859941.29
  1984          15            435342.93       455920.25       891263.17
  1984          16            441071.59       463440.67       904512.25
  1984          17            454724.75       476841.24       931565.99
  1984          18            462571.84       481685.46       944257.31
  1984          19            472302.83       489975.45       962278.28
  1984          20            473087.56       487418.77       960506.33
  1984          21            469051.65       480035.58       949087.23
  1984          22            460451.02       468460.95       928911.97
  1984          23            446490.55       454755.30       901245.85
  1984          24            427095.46       435377.91       862473.37
  1984          25            420054.16       426090.48       846144.64
  1984          26            407082.05       410878.86       817960.91
  1984          27            394303.78       398767.46       793071.24
  1984          28            383396.24       390178.15       773574.39
  1984          29            372475.27       380325.32       752800.59
  1984          30            374843.04       382225.35       757068.39
  1984          31            373869.02       379702.34       753571.37
  1984          32            370601.62       374908.92       745510.54
  1984          33            378595.93       382384.56       760980.49
  1984          34            390129.33       392481.01       782610.34
  1984          35            406989.33       407609.64       814598.97
  1984          36            429672.13       430064.51       859736.65
  1984          37            456585.30       458112.54       914697.84
  1984          38            381785.74       384287.62       766073.36
  1984          39            366999.02       370665.46       737664.48
  1984          40            359788.28       364765.35       724553.63
  1984          41            350355.53       355309.43       705664.96
  1984          42            323147.75       327052.69       650200.44
  1984          43            304833.27       307963.60       612796.87
  1984          44            314823.78       317597.21       632420.99
  1984          45            319772.96       322190.02       641962.98
  1984          46            320674.96       323109.54       643784.50
  1984          47            314700.33       316662.22       631362.55
  1984          48            310523.65       311719.96       622243.61
  1984          49            305033.74       306011.26       611045.00
  1984          50            300390.74       300640.21       601030.95
  1984          51            302219.89       301139.54       603359.43
  1984          52            309420.19       307000.57       616420.76
  1984          53            316258.45       310252.86       626511.30
  1984          54            318350.93       308425.77       626776.69
  1984          55            315847.35       304646.20       620493.55
  1984          56            314255.37       302681.76       616937.13
  1984          57            316964.45       304210.81       621175.25
  1984          58            320441.18       305259.00       625700.18
  1984          59            322239.04       303233.89       625472.93
  1984          60            324481.98       300520.84       625002.82
  1984          61            331057.92       301967.49       633025.41
  1984          62            343601.58       308890.10       652491.68
  1984          63            358675.43       316738.87       675414.30
  1984          64            339686.81       294456.87       634143.68
  1984          65            280967.59       238571.80       519539.39
  1984          66            251926.70       209950.34       461877.05
  1984          67            264717.33       218054.49       482771.82
  1984          68            282868.15       228970.30       511838.45
  1984          69            294770.34       232430.58       527200.92
  1984          70            295409.63       227553.69       522963.32
  1984          71            287120.06       216587.91       503707.96
  1984          72            276750.42       203246.63       479997.05
  1984          73            268214.09       190426.82       458640.91
  1984          74            261090.99       178536.25       439627.23
  1984          75            252183.32       165633.32       417816.64
  1984          76            239491.54       150755.57       390247.10
  1984          77            224577.87       134735.78       359313.65
  1984          78            210685.01       119472.24       330157.25
  1984          79            196532.59       105513.57       302046.16
  1984          80            180100.24        91631.35       271731.58
  1984          81            163520.71        78274.76       241795.47
  1984          82            146506.39        65679.00       212185.39
  1984          83            130729.47        54364.70       185094.16
  1984          84            114646.99        43772.40       158419.39
  1984          85             97893.80        34185.15       132078.95
  1984          86             83319.35        26942.20       110261.55
  1984          87             70522.07        21456.89        91978.96
  1984          88             58837.50        16934.94        75772.44
  1984          89             47831.03        13106.80        60937.83
  1984          90             38281.53        10032.42        48313.95
  1984          91             30295.08         7607.29        37902.36
  1984          92             23326.78         5545.34        28872.12
  1984          93             17386.59         3907.06        21293.64
  1984          94             12677.15         2720.58        15397.73
  1984          95              9206.55         1844.35        11050.90
  1984          96              6407.64         1186.25         7593.89
  1984          97              4330.94          746.14         5077.08
  1984          98              2878.41          468.19         3346.60
  1984          99              1858.31          297.86         2156.17
  1984         100              1189.15          177.27         1366.43
  1984         101               729.57           98.46          828.02
  1984         102               413.16           52.00          465.16
  1984         103               228.21           23.65          251.86
  1984         104               119.87           10.98          130.85
  1984         105                56.12            5.26           61.38
  1984         106                26.70            1.69           28.39
  1984         107                13.05            1.04           14.10
  1984         108                 4.61            0.48            5.09
  1984         109                 1.71            0.00            1.71
  1984         110+                0.47            0.00            0.47
  1985           0            361455.71       379637.36       741093.07
  1985           1            349357.82       366396.39       715754.21
  1985           2            347841.80       365186.61       713028.41
  1985           3            348627.01       365907.92       714534.93
  1985           4            353281.59       370529.11       723810.70
  1985           5            352915.70       370731.66       723647.36
  1985           6            342483.91       360732.98       703216.89
  1985           7            319331.05       336759.32       656090.38
  1985           8            313278.17       330635.27       643913.44
  1985           9            325240.58       342956.94       668197.52
  1985          10            338845.36       356832.60       695677.97
  1985          11            352972.45       372038.77       725011.21
  1985          12            375275.67       396065.40       771341.07
  1985          13            397849.03       418707.95       816556.98
  1985          14            421121.30       441167.43       862288.74
  1985          15            420450.83       439708.29       860159.12
  1985          16            436176.53       456823.88       893000.41
  1985          17            442879.88       461852.78       904732.66
  1985          18            455786.20       473559.47       929345.67
  1985          19            463988.52       479989.34       943977.86
  1985          20            473954.68       487527.69       961482.36
  1985          21            474076.82       486347.25       960424.07
  1985          22            469936.77       478489.16       948425.94
  1985          23            460954.27       467424.36       928378.63
  1985          24            446998.96       454392.59       901391.55
  1985          25            427598.71       434936.42       862535.13
  1985          26            420855.76       425641.97       846497.73
  1985          27            407870.88       410943.13       818814.01
  1985          28            394898.87       398632.73       793531.59
  1985          29            383644.46       389892.99       773537.45
  1985          30            373032.13       380366.26       753398.39
  1985          31            375502.83       381956.00       757458.83
  1985          32            374735.28       379423.42       754158.69
  1985          33            371512.15       374795.80       746307.96
  1985          34            379762.28       382083.82       761846.10
  1985          35            391112.61       392232.43       783345.04
  1985          36            407667.50       407297.47       814964.97
  1985          37            429986.73       429654.99       859641.72
  1985          38            456314.66       457673.86       913988.52
  1985          39            381553.24       384173.98       765727.22
  1985          40            366889.99       370718.72       737608.71
  1985          41            359566.85       364162.48       723729.33
  1985          42            349999.11       354525.56       704524.67
  1985          43            322727.64       326232.98       648960.62
  1985          44            304334.64       307008.70       611343.33
  1985          45            314193.98       316438.92       630632.91
  1985          46            319225.17       320930.12       640155.29
  1985          47            320142.18       321792.02       641934.21
  1985          48            313910.73       315222.82       629133.55
  1985          49            309637.46       310264.68       619902.14
  1985          50            304001.90       304484.21       608486.12
  1985          51            299385.88       299046.86       598432.73
  1985          52            301034.23       299390.14       600424.37
  1985          53            308070.20       304859.40       612929.60
  1985          54            314775.94       307859.58       622635.51
  1985          55            316763.50       305700.61       622464.11
  1985          56            313994.04       301465.39       615459.43
  1985          57            312242.13       299115.36       611357.49
  1985          58            314758.95       300311.19       615070.14
  1985          59            318021.53       301077.52       619099.05
  1985          60            319447.62       298443.72       617891.35
  1985          61            321533.05       295288.99       616822.04
  1985          62            327635.23       296110.81       623746.04
  1985          63            339546.51       302179.15       641725.66
  1985          64            353927.99       308891.52       662819.51
  1985          65            334790.94       286367.74       621158.68
  1985          66            276534.75       231601.28       508136.03
  1985          67            247624.65       203322.93       450947.59
  1985          68            259936.04       210463.99       470400.03
  1985          69            277208.58       220047.91       497256.49
  1985          70            288029.91       222529.21       510559.12
  1985          71            287951.88       216850.01       504801.89
  1985          72            279145.40       205394.89       484540.29
  1985          73            268169.58       191702.12       459871.71
  1985          74            259018.90       178487.44       437506.33
  1985          75            251069.35       166262.34       417331.69
  1985          76            241423.31       153047.67       394470.98
  1985          77            228389.90       138317.66       366707.56
  1985          78            213212.56       122682.58       335895.14
  1985          79            198776.91       107834.20       306611.11
  1985          80            182726.00        93564.53       276290.53
  1985          81            167406.10        81168.43       248574.53
  1985          82            150810.69        68593.92       219404.61
  1985          83            133830.81        56793.88       190624.69
  1985          84            118080.99        46442.71       164523.70
  1985          85            102310.25        36863.07       139173.32
  1985          86             86353.65        28383.35       114737.01
  1985          87             72521.70        22089.77        94611.47
  1985          88             60487.83        17327.52        77815.34
  1985          89             49721.46        13437.41        63158.87
  1985          90             39638.01        10192.15        49830.16
  1985          91             31125.57         7642.04        38767.61
  1985          92             24178.70         5666.43        29845.14
  1985          93             18187.46         4039.12        22226.58
  1985          94             13273.81         2777.68        16051.49
  1985          95              9465.42         1885.62        11351.04
  1985          96              6711.16         1259.24         7970.40
  1985          97              4587.21          783.53         5370.73
  1985          98              3045.21          476.15         3521.36
  1985          99              1957.96          291.92         2249.88
  1985         100              1215.96          177.70         1393.66
  1985         101               757.63          103.42          861.05
  1985         102               453.00           56.88          509.87
  1985         103               252.09           28.74          280.84
  1985         104               135.92           13.12          149.04
  1985         105                62.44            6.29           68.72
  1985         106                24.98            2.63           27.61
  1985         107                13.36            0.67           14.03
  1985         108                 5.52            0.00            5.52
  1985         109                 1.21            0.00            1.21
  1985         110+                0.24            0.00            0.24
  1986           0            365020.96       383555.98       748576.95
  1986           1            360959.75       378684.28       739644.03
  1986           2            349421.30       366429.96       715851.27
  1986           3            348972.64       366285.00       715257.64
  1986           4            349929.41       367101.76       717031.17
  1986           5            354314.64       371469.60       725784.24
  1986           6            353753.96       371560.35       725314.31
  1986           7            343276.91       361387.10       704664.01
  1986           8            320068.31       337461.09       657529.39
  1986           9            314072.88       331357.26       645430.15
  1986          10            325828.36       343418.57       669246.93
  1986          11            340014.68       357777.69       697792.38
  1986          12            353546.04       372381.97       725928.02
  1986          13            375969.23       396560.08       772529.31
  1986          14            398427.24       418841.72       817268.96
  1986          15            421643.59       440860.62       862504.21
  1986          16            421110.78       440469.07       861579.85
  1986          17            437861.11       455465.59       893326.69
  1986          18            444064.73       459975.30       904040.03
  1986          19            457487.66       473127.64       930615.30
  1986          20            466044.75       477902.15       943946.90
  1986          21            475137.31       486016.41       961153.72
  1986          22            474992.54       483912.10       958904.64
  1986          23            470364.69       476295.46       946660.15
  1986          24            461383.02       465816.57       927199.59
  1986          25            447356.86       452967.26       900324.11
  1986          26            428141.75       433782.84       861924.59
  1986          27            421583.12       424808.49       846391.61
  1986          28            408630.93       410070.14       818701.07
  1986          29            395356.97       397707.99       793064.96
  1986          30            384573.74       389456.65       774030.39
  1986          31            373813.60       379765.53       753579.13
  1986          32            376511.90       381431.13       757943.04
  1986          33            375750.22       379059.48       754809.71
  1986          34            372745.75       374236.32       746982.07
  1986          35            380528.97       381510.63       762039.59
  1986          36            391935.29       391553.38       783488.67
  1986          37            407956.68       406660.44       814617.12
  1986          38            429682.51       429103.10       858785.61
  1986          39            456046.69       457285.30       913331.99
  1986          40            381377.51       383907.87       765285.38
  1986          41            366638.40       369947.36       736585.75
  1986          42            359267.26       363355.44       722622.70
  1986          43            349607.79       353636.11       703243.90
  1986          44            322253.85       325246.67       647500.52
  1986          45            303662.80       305858.27       609521.07
  1986          46            313570.99       315070.91       628641.90
  1986          47            318633.11       319537.23       638170.34
  1986          48            319334.57       320339.53       639674.10
  1986          49            312977.35       313680.07       626657.42
  1986          50            308499.21       308691.19       617190.40
  1986          51            302904.66       302827.26       605731.91
  1986          52            298198.78       297313.53       595512.32
  1986          53            299625.76       297259.63       596885.39
  1986          54            306534.44       302435.49       608969.93
  1986          55            313248.19       305066.45       618314.64
  1986          56            314959.39       302527.56       617486.95
  1986          57            312006.98       297869.63       609876.60
  1986          58            310031.90       295161.69       605193.58
  1986          59            312300.57       295962.58       608263.15
  1986          60            315305.56       296297.32       611602.88
  1986          61            316496.75       293192.53       609689.28
  1986          62            318212.77       289463.28       607676.05
  1986          63            323806.35       289683.59       613489.94
  1986          64            335168.87       294746.39       629915.26
  1986          65            348662.28       300229.03       648891.31
  1986          66            329742.39       278387.47       608129.86
  1986          67            272167.83       224885.70       497053.53
  1986          68            242955.01       196062.49       439017.50
  1986          69            254574.47       202009.49       456583.96
  1986          70            270820.45       210533.51       481353.96
  1986          71            280731.52       211918.40       492649.92
  1986          72            279996.30       205626.87       485623.18
  1986          73            270517.92       193886.51       464404.43
  1986          74            258976.63       179959.31       438935.95
  1986          75            249103.09       166296.06       415399.15
  1986          76            240289.62       153733.51       394023.13
  1986          77            230221.39       140578.65       370800.04
  1986          78            216837.17       126162.25       342999.42
  1986          79            201196.90       110921.30       312118.21
  1986          80            185569.70        96013.56       281583.25
  1986          81            169772.22        82886.33       252658.55
  1986          82            154264.23        71142.56       225406.79
  1986          83            137697.04        59356.54       197053.58
  1986          84            120904.84        48498.25       169403.09
  1986          85            105394.12        39073.92       144468.04
  1986          86             90171.30        30521.09       120692.39
  1986          87             75075.70        23202.71        98278.40
  1986          88             62180.52        17798.91        79979.42
  1986          89             51017.50        13652.81        64670.31
  1986          90             41081.87        10401.80        51483.67
  1986          91             32226.13         7744.14        39970.27
  1986          92             24834.36         5670.29        30504.65
  1986          93             18796.70         4111.52        22908.22
  1986          94             13836.01         2854.71        16690.72
  1986          95              9882.27         1914.48        11796.75
  1986          96              6872.57         1276.94         8149.51
  1986          97              4767.14          828.21         5595.35
  1986          98              3209.43          497.75         3707.18
  1986          99              2085.59          295.20         2380.78
  1986         100              1281.32          182.20         1463.52
  1986         101               772.26          107.63          879.89
  1986         102               472.37           61.11          533.48
  1986         103               281.03           35.49          316.52
  1986         104               155.15           17.32          172.46
  1986         105                78.33            7.77           86.10
  1986         106                35.15            3.86           39.01
  1986         107                12.57            1.68           14.25
  1986         108                 4.93            0.45            5.38
  1986         109                 1.65            0.00            1.65
  1986         110+                0.23            0.00            0.23
  1987           0            370858.14       388925.20       759783.34
  1987           1            364086.75       382020.87       746107.62
  1987           2            361067.37       378671.57       739738.93
  1987           3            350561.61       367485.58       718047.19
  1987           4            349758.31       366894.29       716652.60
  1987           5            350496.29       367551.58       718047.87
  1987           6            354853.52       371961.23       726814.75
  1987           7            354396.72       372002.01       726398.73
  1987           8            343784.00       361784.80       705568.80
  1987           9            320646.41       337940.52       658586.94
  1987          10            314395.69       331529.17       645924.85
  1987          11            326743.23       344092.69       670835.93
  1987          12            340451.90       357956.79       698408.70
  1987          13            354160.77       372753.87       726914.63
  1987          14            376488.71       396789.55       773278.26
  1987          15            398819.41       418842.24       817661.65
  1987          16            422045.51       441549.09       863594.60
  1987          17            422436.30       439045.73       861482.03
  1987          18            438658.67       453603.41       892262.08
  1987          19            445399.54       459814.74       905214.28
  1987          20            459139.85       471174.44       930314.29
  1987          21            466843.25       476604.23       943447.48
  1987          22            475661.79       483435.93       959097.72
  1987          23            474863.90       481281.98       956145.88
  1987          24            470130.08       473949.10       944079.19
  1987          25            461157.73       463570.72       924728.45
  1987          26            447158.34       451432.28       898590.62
  1987          27            428099.52       432483.85       860583.37
  1987          28            421593.26       423372.59       844965.85
  1987          29            408685.09       408634.58       817319.67
  1987          30            396166.84       396896.17       793063.02
  1987          31            384988.91       388541.42       773530.32
  1987          32            374421.64       378967.63       753389.27
  1987          33            377145.87       380827.25       757973.12
  1987          34            376626.61       378222.77       754849.38
  1987          35            373230.95       373365.94       746596.89
  1987          36            381269.12       380613.35       761882.47
  1987          37            392062.34       390806.51       782868.86
  1987          38            407498.24       406051.25       813549.49
  1987          39            429358.89       428714.86       858073.75
  1987          40            455492.75       456915.68       912408.43
  1987          41            380970.94       383054.69       764025.63
  1987          42            366227.50       369018.36       735245.87
  1987          43            358879.87       362355.51       721235.38
  1987          44            349102.47       352463.86       701566.33
  1987          45            321509.83       324028.81       645538.64
  1987          46            303013.71       304488.06       607501.76
  1987          47            312830.12       313545.66       626375.78
  1987          48            317769.46       318025.06       635794.52
  1987          49            318418.30       318737.70       637156.00
  1987          50            311740.76       312006.92       623747.68
  1987          51            307307.93       306891.84       614199.77
  1987          52            301616.60       301039.14       602655.74
  1987          53            296766.75       295143.43       591910.18
  1987          54            298112.65       294890.70       593003.35
  1987          55            304927.42       299636.17       604563.59
  1987          56            311477.23       301932.41       613409.65
  1987          57            312937.55       298972.60       611910.15
  1987          58            309777.35       293858.19       603635.54
  1987          59            307497.85       290745.26       598243.11
  1987          60            309621.82       291239.35       600861.17
  1987          61            312330.55       291151.01       603481.56
  1987          62            313209.23       287514.93       600724.15
  1987          63            314459.90       283134.15       597594.05
  1987          64            319664.43       282562.00       602226.43
  1987          65            330118.70       286567.10       616685.80
  1987          66            343816.10       292519.68       636335.78
  1987          67            324896.59       270873.69       595770.27
  1987          68            266824.24       216683.07       483507.30
  1987          69            237643.52       187931.64       425575.16
  1987          70            248538.58       193093.66       441632.23
  1987          71            263956.73       200527.80       464484.53
  1987          72            273184.44       201145.11       474329.55
  1987          73            271572.07       194342.27       465914.35
  1987          74            261323.17       182381.32       443704.49
  1987          75            249223.70       167974.52       417198.21
